Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
FRATNP     1849        36.70    35.23    35.95
FRATNP     1850        44.00    42.63    43.31
FRATNP     1851        42.41    41.21    41.80
FRATNP     1852        41.95    40.76    41.35
FRATNP     1853        43.24    41.90    42.55
FRATNP     1854        37.02    35.36    36.16
FRATNP     1855        39.50    35.81    37.56
FRATNP     1856        41.32    39.13    40.19
FRATNP     1857        40.16    39.07    39.60
FRATNP     1858        40.06    39.38    39.71
FRATNP     1859        35.94    34.75    35.33
FRATNP     1860        43.87    42.85    43.34
FRATNP     1861        41.03    40.15    40.58
FRATNP     1862        43.31    42.11    42.70
FRATNP     1863        42.45    41.21    41.82
FRATNP     1864        42.78    41.37    42.06
FRATNP     1865        40.93    39.50    40.20
FRATNP     1866        42.57    41.11    41.82
FRATNP     1867        43.21    41.65    42.41
FRATNP     1868        41.19    39.43    40.29
FRATNP     1869        42.12    40.17    41.12
FRATNP     1870        38.47    34.77    36.52
FRATNP     1871        32.58    27.34    29.74
FRATNP     1872        43.63    41.44    42.50
FRATNP     1873        42.81    40.97    41.87
FRATNP     1874        45.28    43.36    44.29
FRATNP     1875        44.11    42.33    43.19
FRATNP     1876        44.72    42.53    43.59
FRATNP     1877        45.31    43.33    44.29
FRATNP     1878        44.42    42.37    43.37
FRATNP     1879        45.09    42.92    43.98
FRATNP     1880        43.81    41.84    42.79
FRATNP     1881        44.66    42.38    43.48
FRATNP     1882        44.41    41.93    43.14
FRATNP     1883        44.55    42.06    43.27
FRATNP     1884        43.78    41.23    42.46
FRATNP     1885        45.28    42.68    43.94
FRATNP     1886        44.49    41.91    43.17
FRATNP     1887        44.99    42.51    43.72
FRATNP     1888        45.68    42.71    44.15
FRATNP     1889        46.97    44.17    45.54
FRATNP     1890        44.84    42.11    43.43
FRATNP     1891        45.56    42.75    44.11
FRATNP     1892        45.03    42.18    43.56
FRATNP     1893        45.14    42.05    43.55
FRATNP     1894        47.15    43.93    45.49
FRATNP     1895        46.91    43.71    45.26
FRATNP     1896        49.13    45.94    47.49
FRATNP     1897        49.55    46.29    47.88
FRATNP     1898        47.69    44.40    46.01
FRATNP     1899        46.95    43.47    45.17
FRATNP     1900        46.95    43.34    45.10
FRATNP     1901        48.86    45.23    47.00
FRATNP     1902        49.77    46.28    47.98
FRATNP     1903        50.12    46.76    48.40
FRATNP     1904        49.78    46.43    48.07
FRATNP     1905        50.27    46.57    48.38
FRATNP     1906        49.67    45.89    47.73
FRATNP     1907        50.26    46.46    48.30
FRATNP     1908        51.30    47.40    49.29
FRATNP     1909        52.04    48.08    50.01
FRATNP     1910        53.33    49.47    51.35
FRATNP     1911        50.16    46.35    48.21
FRATNP     1912        53.73    49.48    51.55
FRATNP     1913        53.43    49.40    51.36
FRATNP     1914        53.29    29.37    38.23
FRATNP     1915        52.73    27.28    36.55
FRATNP     1916        52.39    30.84    39.75
FRATNP     1917        51.89    35.49    42.97
FRATNP     1918        42.97    28.37    34.84
FRATNP     1919        50.32    43.86    47.14
FRATNP     1920        53.71    49.94    51.82
FRATNP     1921        54.77    50.63    52.69
FRATNP     1922        56.85    52.94    54.89
FRATNP     1923        56.67    52.53    54.59
FRATNP     1924        57.40    53.02    55.19
FRATNP     1925        56.70    52.05    54.35
FRATNP     1926        56.18    51.77    53.96
FRATNP     1927        57.80    53.68    55.74
FRATNP     1928        57.56    53.28    55.41
FRATNP     1929        56.55    51.97    54.24
FRATNP     1930        59.31    54.32    56.80
FRATNP     1931        59.27    54.54    56.90
FRATNP     1932        59.73    54.72    57.22
FRATNP     1933        60.20    55.11    57.65
FRATNP     1934        61.20    55.45    58.30
FRATNP     1935        61.17    55.44    58.28
FRATNP     1936        61.71    55.84    58.76
FRATNP     1937        62.13    56.13    59.11
FRATNP     1938        62.03    55.87    58.93
FRATNP     1939        62.60    56.52    59.55
FRATNP     1940        59.04    42.29    49.60
FRATNP     1941        61.22    53.77    57.42
FRATNP     1942        61.46    53.59    57.44
FRATNP     1943        58.09    48.86    53.30
FRATNP     1944        53.64    41.71    47.17
FRATNP     1945        58.59    51.37    54.93
FRATNP     1946        64.96    59.65    62.36
FRATNP     1947        66.65    61.13    63.95
FRATNP     1948        68.73    62.72    65.78
FRATNP     1949        67.52    62.16    64.90
FRATNP     1950        69.19    63.43    66.38
FRATNP     1951        68.90    63.17    66.09
FRATNP     1952        70.22    64.41    67.39
FRATNP     1953        70.23    64.29    67.32
FRATNP     1954        71.21    65.03    68.19
FRATNP     1955        71.54    65.23    68.44
FRATNP     1956        71.67    65.17    68.46
FRATNP     1957        72.21    65.49    68.89
FRATNP     1958        73.23    66.85    70.11
FRATNP     1959        73.36    66.86    70.17
FRATNP     1960        73.61    67.02    70.36
FRATNP     1961        74.37    67.46    70.96
FRATNP     1962        73.90    66.99    70.47
FRATNP     1963        73.81    66.81    70.32
FRATNP     1964        74.82    67.68    71.28
FRATNP     1965        74.72    67.47    71.11
FRATNP     1966        75.18    67.82    71.51
FRATNP     1967        75.20    67.79    71.50
FRATNP     1968        75.22    67.76    71.48
FRATNP     1969        75.05    67.41    71.20
FRATNP     1970        75.81    68.37    72.09
FRATNP     1971        75.88    68.31    72.07
FRATNP     1972        76.19    68.48    72.31
FRATNP     1973        76.32    68.69    72.47
FRATNP     1974        76.75    68.93    72.80
FRATNP     1975        76.87    69.02    72.90
FRATNP     1976        77.20    69.15    73.12
FRATNP     1977        77.84    69.70    73.73
FRATNP     1978        77.96    69.82    73.85
FRATNP     1979        78.28    70.05    74.12
FRATNP     1980        78.40    70.15    74.23
FRATNP     1981        78.50    70.37    74.40
FRATNP     1982        78.89    70.71    74.77
FRATNP     1983        78.82    70.73    74.74
FRATNP     1984        79.35    71.14    75.22
FRATNP     1985        79.45    71.24    75.31
FRATNP     1986        79.71    71.50    75.58
FRATNP     1987        80.29    72.03    76.15
FRATNP     1988        80.48    72.32    76.40
FRATNP     1989        80.66    72.45    76.54
FRATNP     1990        80.97    72.72    76.84
FRATNP     1991        81.17    72.88    77.01
FRATNP     1992        81.45    73.15    77.29
FRATNP     1993        81.46    73.25    77.35
FRATNP     1994        81.88    73.64    77.77
FRATNP     1995        81.90    73.83    77.87
FRATNP     1996        82.05    74.06    78.06
FRATNP     1997        82.30    74.51    78.42
FRATNP     1998        82.41    74.72    78.59
FRATNP     1999        82.51    74.94    78.75
FRATNP     2000        82.80    75.24    79.05
FRATNP     2001        82.94    75.43    79.23
FRATNP     2002        83.03    75.70    79.42
FRATNP     2003        82.95    75.81    79.42
FRATNP     2004        83.86    76.67    80.34
FRATNP     2005        83.83    76.72    80.34
FRATNP     2006        84.18    77.16    80.75
FRATNP     2007        84.39    77.38    80.96
FRATNP     2008        84.34    77.58    81.04
FRATNP     2009        84.44    77.74    81.16
FRATNP     2010        84.67    77.99    81.41
FRATNP     2011        85.01    78.40    81.79
FRATNP     2012        84.86    78.46    81.73
FRATNP     2013        85.05    78.73    81.97
FRATNP     2014        85.45    79.23    82.42
FRATNP     2015        85.16    78.98    82.14
FRATNP     2016        85.35    79.28    82.39
FRATNP     2017        85.31    79.40    82.43
FRATNP     2018        85.44    79.53    82.55
FRATNP     2019        85.57    79.74    82.72
FRATNP     2020        85.13    79.17    82.19
FRATNP     2021        85.29    79.26    82.32
FRATNP     2022        85.14    79.36    82.29
FRATNP     2023        85.64    80.01    82.88
GBR_NIR    1922        54.92    53.92    54.43
GBR_NIR    1923        55.82    55.32    55.55
GBR_NIR    1924        54.76    53.70    54.19
GBR_NIR    1925        54.74    54.12    54.40
GBR_NIR    1926        55.93    54.61    55.24
GBR_NIR    1927        56.83    56.63    56.72
GBR_NIR    1928        57.48    56.34    56.89
GBR_NIR    1929        55.64    54.71    55.14
GBR_NIR    1930        59.21    57.99    58.60
GBR_NIR    1931        58.21    57.07    57.63
GBR_NIR    1932        58.43    57.11    57.76
GBR_NIR    1933        58.05    56.21    57.12
GBR_NIR    1934        59.60    57.53    58.55
GBR_NIR    1935        57.61    55.86    56.73
GBR_NIR    1936        58.95    57.37    58.15
GBR_NIR    1937        58.64    57.46    58.06
GBR_NIR    1938        59.87    58.33    59.11
GBR_NIR    1939        61.83    59.45    60.63
GBR_NIR    1940        59.48    56.68    58.07
GBR_NIR    1941        59.00    56.53    57.76
GBR_NIR    1942        62.00    58.98    60.47
GBR_NIR    1943        62.27    59.60    60.93
GBR_NIR    1944        63.51    61.49    62.51
GBR_NIR    1945        64.22    62.53    63.39
GBR_NIR    1946        65.23    62.62    63.93
GBR_NIR    1947        65.62    62.53    64.08
GBR_NIR    1948        67.90    64.69    66.30
GBR_NIR    1949        67.91    65.14    66.54
GBR_NIR    1950        68.63    65.37    67.02
GBR_NIR    1951        67.72    64.45    66.10
GBR_NIR    1952        70.34    66.30    68.33
GBR_NIR    1953        70.65    66.52    68.59
GBR_NIR    1954        70.99    67.17    69.10
GBR_NIR    1955        70.83    67.28    69.08
GBR_NIR    1956        71.84    68.01    69.95
GBR_NIR    1957        71.77    67.47    69.64
GBR_NIR    1958        72.39    67.74    70.07
GBR_NIR    1959        72.05    67.78    69.94
GBR_NIR    1960        72.24    67.79    70.03
GBR_NIR    1961        72.59    67.11    69.84
GBR_NIR    1962        72.81    68.27    70.57
GBR_NIR    1963        72.55    67.60    70.08
GBR_NIR    1964        73.35    68.07    70.72
GBR_NIR    1965        73.39    68.13    70.77
GBR_NIR    1966        72.93    67.59    70.26
GBR_NIR    1967        74.37    68.95    71.69
GBR_NIR    1968        73.48    68.53    71.03
GBR_NIR    1969        73.62    67.76    70.68
GBR_NIR    1970        73.67    67.75    70.70
GBR_NIR    1971        74.27    68.12    71.18
GBR_NIR    1972        73.70    67.31    70.47
GBR_NIR    1973        73.40    66.56    69.93
GBR_NIR    1974        74.01    66.87    70.38
GBR_NIR    1975        74.32    67.68    70.98
GBR_NIR    1976        74.02    67.71    70.85
GBR_NIR    1977        74.54    67.83    71.16
GBR_NIR    1978        75.14    68.59    71.86
GBR_NIR    1979        75.10    68.27    71.65
GBR_NIR    1980        75.20    68.47    71.81
GBR_NIR    1981        75.78    69.24    72.51
GBR_NIR    1982        75.62    69.92    72.82
GBR_NIR    1983        76.29    69.88    73.10
GBR_NIR    1984        76.76    70.37    73.59
GBR_NIR    1985        76.69    70.48    73.62
GBR_NIR    1986        76.93    70.64    73.81
GBR_NIR    1987        77.43    71.38    74.46
GBR_NIR    1988        77.17    71.17    74.22
GBR_NIR    1989        77.64    71.66    74.70
GBR_NIR    1990        77.77    72.11    75.02
GBR_NIR    1991        78.28    72.36    75.40
GBR_NIR    1992        78.74    72.85    75.87
GBR_NIR    1993        78.21    72.62    75.49
